18820,79.3
18800,79.4
18780,79.5
18760,79.5
18740,79.4
18720,79.2
18700,78.8
18680,78.5
18660,78.2
18640,77.7
18620,77.2
18600,76.3
18580,75.8
18560,75.3
18540,74.7
18520,74.1
18500,72.8
18480,72.2
18460,71.6
18440,71
18420,70.3
18400,69
18380,68.4
18360,67.8
18340,67.2
18320,66.6
18300,65.4
18280,64.9
18260,64.4
18240,63.9
18220,63.4
18200,62.6
18180,62.2
18160,61.8
18140,61.4
18120,61
18100,60.4
18080,60.2
18060,59.9
18040,59.7
18020,59.4
18000,59.1
17980,59
17960,58.9
17940,58.8
17920,58.7
17900,58.7
17880,58.6
17860,58.7
17840,58.7
17820,58.8
17800,59
17780,59.2
17760,59.4
17740,59.6
17720,59.9
17700,60.4
17680,60.7
17660,61
17640,61.3
17620,61.7
17600,62.5
17580,62.9
17560,63.4
17540,63.9
17520,64.4
17500,65.5
17480,66.1
17460,66.7
17440,67.3
17420,67.9
17400,69.2
17380,69.9
17360,70.6
17340,71.3
17320,72
17300,73.5
17280,74.3
17260,75
17240,75.8
17220,76.6
17200,78.2
17180,79
17160,79.7
17140,80.4
17120,81.2
17100,82.7
17080,83.5
17060,84.1
17040,84.8
17020,85.5
17000,86.7
16980,87.2
16960,87.8
16940,88.3
16920,88.8
16900,89.5
16880,89.8
16860,90.1
16840,90.4
16820,90.6
16800,90.8
16780,90.9
16760,90.9
16740,90.9
16720,90.8
16700,90.5
16680,90.3
16660,90
16640,89.7
16620,89.3
16600,88.6
16580,88.1
16560,87.6
16540,87
16520,86.5
16500,85.3
16480,84.7
16460,84.1
16440,83.4
16420,82.8
16400,81.5
16380,80.7
16360,80.1
16340,79.4
16320,78.7
16300,77.4
16280,76.7
16260,76.1
16240,75.4
16220,74.7
16200,73.4
16180,72.8
16160,72.2
16140,71.5
16120,71
16100,69.9
16080,69.4
16060,68.9
16040,68.4
16020,67.9
16000,67
15980,66.6
15960,66.2
15940,65.8
15920,65.4
15900,64.7
15880,64.3
15860,64
15840,63.8
15820,63.5
15800,63.1
15780,62.9
15760,62.8
15740,62.6
15720,62.4
15700,62.2
15680,62.1
15660,62.1
15640,62
15620,62
15600,62
15580,62
15560,62.1
15540,62.2
15520,62.3
15500,62.5
15480,62.7
15460,62.8
15440,63
15420,63.2
15400,63.7
15380,63.9
15360,64.2
15340,64.5
15320,64.8
15300,65.5
15280,65.9
15260,66.2
15240,66.7
15220,67.1
15200,67.9
15180,68.4
15160,68.9
15140,69.4
15120,69.9
15100,71
15080,71.5
15060,72.1
15040,72.7
15020,73.2
15000,74.4
14980,75
14960,75.6
14940,76.3
14920,76.9
14900,78.2
14880,78.8
14860,79.4
14840,80.1
14820,80.8
14800,82.1
14780,82.7
14760,83.3
14740,83.9
14720,84.5
14700,85.7
14680,86.2
14660,86.7
14640,87.2
14620,87.8
14600,88.6
14580,89
14560,89.4
14540,89.8
14520,90.2
14500,90.8
14480,91
14460,91.2
14440,91.3
14420,91.5
14400,91.7
14380,91.7
14360,91.7
14340,91.7
14320,91.6
14300,91.3
14280,91.1
14260,91
14240,90.8
14220,90.5
14200,89.8
14180,89.4
14160,89.1
14140,88.6
14120,88.2
14100,87.2
14080,86.8
14060,86.3
14040,85.7
14020,85.2
14000,84.6
13980,83.8
13960,83.2
13940,82
13920,81.5
13900,81
13880,80.3
13860,79.7
13840,78.5
13820,78
13800,77.4
13780,76.8
13760,76.2
13740,75.1
13720,74.6
13700,74
13680,73.5
13660,73
13640,71.9
13620,71.5
13600,71
13580,70.5
13560,70.1
13540,69.3
13520,68.9
13500,68.5
13480,68.1
13460,67.7
13440,67.1
13420,66.7
13400,66.4
13380,66.2
13360,65.8
13340,65.4
13320,65.2
13300,65
13280,64.8
13260,64.6
13240,64.3
13220,64.2
13200,64.1
13180,63.9
13160,63.8
13140,63.7
13120,63.7
13100,63.7
13080,63.7
13060,63.7
13040,63.7
13020,63.7
13000,63.8
12980,63.9
12960,64
12940,64.2
12920,64.4
12900,64.5
12880,64.7
12860,65
12840,65.4
12820,65.6
12800,65.9
12780,66.1
12760,66.4
12740,67
12720,67.4
12700,67.7
12680,68
12660,68.4
12640,69.1
12620,69.5
12600,69.9
12580,70.4
12560,70.9
12540,71.8
12520,72.2
12500,72.7
12480,73.2
12460,73.7
12440,74.8
12420,75.3
12400,75.8
12380,76.3
12360,76.9
12340,78
12320,78.5
12300,79.1
12280,79.7
12260,80.2
12240,81.4
12220,81.9
12200,82.5
12180,83.1
12160,83.6
12140,84.7
12120,85.2
12100,85.6
12080,86.1
12060,86.6
12040,87.5
12020,87.9
12000,88.3
11980,88.6
11960,89
11940,89.7
11920,90
11900,90.2
11880,90.4
11860,90.7
11840,91.1
11820,91.2
11800,91.3
11780,91.4
11760,91.5
11740,91.5
11720,91.5
11700,91.5
11680,91.4
11660,91.3
11640,90.9
11620,90.7
11600,90.5
11580,90.3
11560,90
11540,89.4
11520,89
11500,88.7
11480,88.2
11460,87.7
11440,86.8
11420,86.4
11400,86
11380,85.5
11360,84.9
11340,83.9
11320,83.4
11300,82.9
11280,82.4
11260,81.9
11240,80.8
11220,80.3
11200,79.8
11180,79.3
11160,78.7
11140,77.7
11120,77.2
11100,76.8
11080,76.3
11060,75.9
11040,75
11020,74.6
